Nombre de la carpeta,Instrument,Stem,Posible archivo stem
BrunoMars_MarryYou,Unlabeled,S05,BrunoMars_MarryYou_STEM_05.wav
BrunoMars_MarryYou,"['male singer', 'vocalists']",S06,BrunoMars_MarryYou_STEM_06.wav
BryanAdams_SummerOf69,drum set,S01,BryanAdams_SummerOf69_STEM_01.wav
BryanAdams_SummerOf69,distorted electric guitar,S02,BryanAdams_SummerOf69_STEM_02.wav
BryanAdams_SummerOf69,electric bass,S03,BryanAdams_SummerOf69_STEM_03.wav
BryanAdams_SummerOf69,Unlabeled,S04,BryanAdams_SummerOf69_STEM_04.wav
BryanAdams_SummerOf69,male singer,S05,BryanAdams_SummerOf69_STEM_05.wav
Bush_Machinehead,drum set,S01,Bush_Machinehead_STEM_01.wav
Bush_Machinehead,distorted electric guitar,S02,Bush_Machinehead_STEM_02.wav
Bush_Machinehead,electric bass,S03,Bush_Machinehead_STEM_03.wav
Bush_Machinehead,Unlabeled,S04,Bush_Machinehead_STEM_04.wav
CarlDouglas_KungFuFighting,drum set,S01,CarlDouglas_KungFuFighting_STEM_01.wav
CarlDouglas_KungFuFighting,Unlabeled,S02,CarlDouglas_KungFuFighting_STEM_02.wav
CarlDouglas_KungFuFighting,electric bass,S03,CarlDouglas_KungFuFighting_STEM_03.wav
CarlDouglas_KungFuFighting,"['male singer', 'vocalists']",S04,CarlDouglas_KungFuFighting_STEM_04.wav
CarlDouglas_KungFuFighting,Unlabeled,S05,CarlDouglas_KungFuFighting_STEM_05.wav
CarrieUnderwood_HomeSweetHome,drum set,S01,CarrieUnderwood_HomeSweetHome_STEM_01.wav
CarrieUnderwood_HomeSweetHome,acoustic guitar,S02,CarrieUnderwood_HomeSweetHome_STEM_02.wav
CarrieUnderwood_HomeSweetHome,electric bass,S03,CarrieUnderwood_HomeSweetHome_STEM_03.wav
CarrieUnderwood_HomeSweetHome,piano,S04,CarrieUnderwood_HomeSweetHome_STEM_04.wav
CarrieUnderwood_HomeSweetHome,distorted electric guitar,S05,CarrieUnderwood_HomeSweetHome_STEM_05.wav
CarrieUnderwood_HomeSweetHome,female singer,S06,CarrieUnderwood_HomeSweetHome_STEM_06.wav
CarrieUnderwood_HomeSweetHome,string section,S07,CarrieUnderwood_HomeSweetHome_STEM_07.wav
CarrieUnderwood_HomeSweetHome,female singer,S08,CarrieUnderwood_HomeSweetHome_STEM_08.wav
CassandraJenkins_PerfectDay,string section,S01,CassandraJenkins_PerfectDay_STEM_01.wav
CassandraJenkins_PerfectDay,electric bass,S02,CassandraJenkins_PerfectDay_STEM_02.wav
CassandraJenkins_PerfectDay,piano,S03,CassandraJenkins_PerfectDay_STEM_03.wav
CassandraJenkins_PerfectDay,drum set,S04,CassandraJenkins_PerfectDay_STEM_04.wav
CassandraJenkins_PerfectDay,horn section,S05,CassandraJenkins_PerfectDay_STEM_05.wav
CassandraJenkins_PerfectDay,acoustic guitar,S06,CassandraJenkins_PerfectDay_STEM_06.wav
CassandraJenkins_PerfectDay,female singer,S07,CassandraJenkins_PerfectDay_STEM_07.wav
CassandraJenkins_PerfectDay,acoustic guitar,S08,CassandraJenkins_PerfectDay_STEM_08.wav
CassandraJenkins_PerfectDay,synthesizer,S09,CassandraJenkins_PerfectDay_STEM_09.wav
CatMartino_IPromise,synthesizer,S01,CatMartino_IPromise_STEM_01.wav
CatMartino_IPromise,drum set,S02,CatMartino_IPromise_STEM_02.wav
CatMartino_IPromise,synthesizer,S03,CatMartino_IPromise_STEM_03.wav
CatMartino_IPromise,drum machine,S04,CatMartino_IPromise_STEM_04.wav
CatMartino_IPromise,fx/processed sound,S05,CatMartino_IPromise_STEM_05.wav
CatMartino_IPromise,female singer,S06,CatMartino_IPromise_STEM_06.wav
CatMartino_IPromise,synthesizer,S07,CatMartino_IPromise_STEM_07.wav
CatMartino_IPromise,female singer,S08,CatMartino_IPromise_STEM_08.wav
CatMartino_IPromise,drum machine,S09,CatMartino_IPromise_STEM_09.wav
CatMartino_IPromise,electronic organ,S10,CatMartino_IPromise_STEM_10.wav
CatMartino_IPromise,female singer,S11,CatMartino_IPromise_STEM_11.wav
CatMartino_IPromise,female singer,S12,CatMartino_IPromise_STEM_12.wav
Cayetana_MissThing,drum set,S01,Cayetana_MissThing_STEM_01.wav
Cayetana_MissThing,distorted electric guitar,S02,Cayetana_MissThing_STEM_02.wav
Cayetana_MissThing,distorted electric guitar,S03,Cayetana_MissThing_STEM_03.wav
Cayetana_MissThing,electric bass,S04,Cayetana_MissThing_STEM_04.wav
Cayetana_MissThing,female singer,S05,Cayetana_MissThing_STEM_05.wav
Cayetana_MissThing,distorted electric guitar,S06,Cayetana_MissThing_STEM_06.wav
Cayetana_MissThing,female singer,S07,Cayetana_MissThing_STEM_07.wav
CeeloGreen_ForgetYou,auxiliary percussion,S01,CeeloGreen_ForgetYou_STEM_01.wav
CeeloGreen_ForgetYou,clean electric guitar,S02,CeeloGreen_ForgetYou_STEM_02.wav
CeeloGreen_ForgetYou,electric bass,S03,CeeloGreen_ForgetYou_STEM_03.wav
CeeloGreen_ForgetYou,piano,S04,CeeloGreen_ForgetYou_STEM_04.wav
CeeloGreen_ForgetYou,electronic organ,S05,CeeloGreen_ForgetYou_STEM_05.wav
CeeloGreen_ForgetYou,male singer,S06,CeeloGreen_ForgetYou_STEM_06.wav
CeeloGreen_ForgetYou,Unlabeled,S07,CeeloGreen_ForgetYou_STEM_07.wav
CelestialShore_DieForUs,male singer,S01,CelestialShore_DieForUs_STEM_01.wav
CelestialShore_DieForUs,female singer,S02,CelestialShore_DieForUs_STEM_02.wav
CelestialShore_DieForUs,electric bass,S03,CelestialShore_DieForUs_STEM_03.wav
CelestialShore_DieForUs,synthesizer,S04,CelestialShore_DieForUs_STEM_04.wav
CelestialShore_DieForUs,clean electric guitar,S05,CelestialShore_DieForUs_STEM_05.wav
CelestialShore_DieForUs,drum set,S06,CelestialShore_DieForUs_STEM_06.wav
CelestialShore_DieForUs,tack piano,S07,CelestialShore_DieForUs_STEM_07.wav
CelestialShore_DieForUs,clean electric guitar,S08,CelestialShore_DieForUs_STEM_08.wav
CelestialShore_DieForUs,synthesizer,S09,CelestialShore_DieForUs_STEM_09.wav
CheapTrick_IWantYouToWantMe,drum set,S01,CheapTrick_IWantYouToWantMe_STEM_01.wav
CheapTrick_IWantYouToWantMe,distorted electric guitar,S02,CheapTrick_IWantYouToWantMe_STEM_02.wav
CheapTrick_IWantYouToWantMe,electric bass,S03,CheapTrick_IWantYouToWantMe_STEM_03.wav
CheapTrick_IWantYouToWantMe,male singer,S04,CheapTrick_IWantYouToWantMe_STEM_04.wav
CheapTrick_IWantYouToWantMe,distorted electric guitar,S05,CheapTrick_IWantYouToWantMe_STEM_05.wav
CherryPoppinDaddies_ZootSuitRiot,drum set,S01,CherryPoppinDaddies_ZootSuitRiot_STEM_01.wav
CherryPoppinDaddies_ZootSuitRiot,horn section,S02,CherryPoppinDaddies_ZootSuitRiot_STEM_02.wav
CherryPoppinDaddies_ZootSuitRiot,double bass,S03,CherryPoppinDaddies_ZootSuitRiot_STEM_03.wav
CherryPoppinDaddies_ZootSuitRiot,clean electric guitar,S04,CherryPoppinDaddies_ZootSuitRiot_STEM_04.wav
CherryPoppinDaddies_ZootSuitRiot,trumpet,S05,CherryPoppinDaddies_ZootSuitRiot_STEM_05.wav
CherryPoppinDaddies_ZootSuitRiot,male singer,S06,CherryPoppinDaddies_ZootSuitRiot_STEM_06.wav
CherryPoppinDaddies_ZootSuitRiot,piano,S07,CherryPoppinDaddies_ZootSuitRiot_STEM_07.wav
CherryPoppinDaddies_ZootSuitRiot,"['vocalists', 'male singer']",S08,CherryPoppinDaddies_ZootSuitRiot_STEM_08.wav
ChrisBrown_Yeah,drum machine,S01,ChrisBrown_Yeah_STEM_01.wav
ChrisBrown_Yeah,"['male singer', 'vocalists', 'fx/processed sound']",S02,ChrisBrown_Yeah_STEM_02.wav
ChrisBrown_Yeah,electric bass,S03,ChrisBrown_Yeah_STEM_03.wav
ChrisBrown_Yeah,synthesizer,S04,ChrisBrown_Yeah_STEM_04.wav
ChrisJacoby_BoothShotLincoln,drum machine,S01,ChrisJacoby_BoothShotLincoln_STEM_01.wav
ChrisJacoby_BoothShotLincoln,mandolin,S02,ChrisJacoby_BoothShotLincoln_STEM_02.wav
ChrisJacoby_BoothShotLincoln,clean electric guitar,S03,ChrisJacoby_BoothShotLincoln_STEM_03.wav
ChrisJacoby_BoothShotLincoln,tabla,S04,ChrisJacoby_BoothShotLincoln_STEM_04.wav
ChrisJacoby_PigsFoot,kick drum,S01,ChrisJacoby_PigsFoot_STEM_01.wav
ChrisJacoby_PigsFoot,mandolin,S02,ChrisJacoby_PigsFoot_STEM_02.wav
ChrisJacoby_PigsFoot,electric bass,S03,ChrisJacoby_PigsFoot_STEM_03.wav
ChrisJacoby_PigsFoot,tabla,S04,ChrisJacoby_PigsFoot_STEM_04.wav
ChristinaAguilera_GenieInABottle,drum machine,S01,ChristinaAguilera_GenieInABottle_STEM_01.wav
ChristinaAguilera_GenieInABottle,distorted electric guitar,S02,ChristinaAguilera_GenieInABottle_STEM_02.wav
ChristinaAguilera_GenieInABottle,electric bass,S03,ChristinaAguilera_GenieInABottle_STEM_03.wav
ChristinaAguilera_GenieInABottle,synthesizer,S04,ChristinaAguilera_GenieInABottle_STEM_04.wav
ChristinaAguilera_GenieInABottle,synthesizer,S05,ChristinaAguilera_GenieInABottle_STEM_05.wav
ChristinaAguilera_GenieInABottle,piano,S06,ChristinaAguilera_GenieInABottle_STEM_06.wav
ChristinaAguilera_GenieInABottle,synthesizer,S07,ChristinaAguilera_GenieInABottle_STEM_07.wav
ChristinaAguilera_GenieInABottle,"['female singer', 'vocalists']",S08,ChristinaAguilera_GenieInABottle_STEM_08.wav
ChristinaAguilera_GenieInABottle,synthesizer,S09,ChristinaAguilera_GenieInABottle_STEM_09.wav
Chromeo_Tenderoni,drum set,S01,Chromeo_Tenderoni_STEM_01.wav
Chromeo_Tenderoni,synthesizer,S02,Chromeo_Tenderoni_STEM_02.wav
Chromeo_Tenderoni,synthesizer,S03,Chromeo_Tenderoni_STEM_03.wav
Chromeo_Tenderoni,clean electric guitar,S04,Chromeo_Tenderoni_STEM_04.wav
Chromeo_Tenderoni,synthesizer,S05,Chromeo_Tenderoni_STEM_05.wav
Chromeo_Tenderoni,"['male singer', 'vocalists']",S06,Chromeo_Tenderoni_STEM_06.wav
Chumbawamba_Tubthumping,drum set,S01,Chumbawamba_Tubthumping_STEM_01.wav
Chumbawamba_Tubthumping,"['acoustic guitar', 'distorted electric guitar']",S02,Chumbawamba_Tubthumping_STEM_02.wav
Chumbawamba_Tubthumping,synthesizer,S03,Chumbawamba_Tubthumping_STEM_03.wav
Chumbawamba_Tubthumping,"['synthesizer', 'trumpet section']",S04,Chumbawamba_Tubthumping_STEM_04.wav
Chumbawamba_Tubthumping,vocalists,S05,Chumbawamba_Tubthumping_STEM_05.wav
Chumbawamba_Tubthumping,Unlabeled,S06,Chumbawamba_Tubthumping_STEM_06.wav
ClaraBerryAndWooldog_AirTraffic,drum set,S01,ClaraBerryAndWooldog_AirTraffic_STEM_01.wav
ClaraBerryAndWooldog_AirTraffic,timpani,S02,ClaraBerryAndWooldog_AirTraffic_STEM_02.wav
ClaraBerryAndWooldog_AirTraffic,electric bass,S03,ClaraBerryAndWooldog_AirTraffic_STEM_03.wav
ClaraBerryAndWooldog_AirTraffic,clean electric guitar,S04,ClaraBerryAndWooldog_AirTraffic_STEM_04.wav
ClaraBerryAndWooldog_AirTraffic,lap steel guitar,S05,ClaraBerryAndWooldog_AirTraffic_STEM_05.wav
ClaraBerryAndWooldog_AirTraffic,piano,S06,ClaraBerryAndWooldog_AirTraffic_STEM_06.wav
ClaraBerryAndWooldog_AirTraffic,female singer,S07,ClaraBerryAndWooldog_AirTraffic_STEM_07.wav
ClaraBerryAndWooldog_AirTraffic,female singer,S08,ClaraBerryAndWooldog_AirTraffic_STEM_08.wav
ClaraBerryAndWooldog_Boys,drum set,S01,ClaraBerryAndWooldog_Boys_STEM_01.wav
ClaraBerryAndWooldog_Boys,snare drum,S02,ClaraBerryAndWooldog_Boys_STEM_02.wav
ClaraBerryAndWooldog_Boys,brass section,S03,ClaraBerryAndWooldog_Boys_STEM_03.wav
ClaraBerryAndWooldog_Boys,timpani,S04,ClaraBerryAndWooldog_Boys_STEM_04.wav
ClaraBerryAndWooldog_Boys,piano,S05,ClaraBerryAndWooldog_Boys_STEM_05.wav
ClaraBerryAndWooldog_Boys,female singer,S06,ClaraBerryAndWooldog_Boys_STEM_06.wav
ClaraBerryAndWooldog_Boys,vocalists,S07,ClaraBerryAndWooldog_Boys_STEM_07.wav
ClaraBerryAndWooldog_Boys,tenor saxophone,S08,ClaraBerryAndWooldog_Boys_STEM_08.wav
ClaraBerryAndWooldog_Boys,tack piano,S09,ClaraBerryAndWooldog_Boys_STEM_09.wav
ClaraBerryAndWooldog_Stella,drum set,S01,ClaraBerryAndWooldog_Stella_STEM_01.wav
ClaraBerryAndWooldog_Stella,auxiliary percussion,S02,ClaraBerryAndWooldog_Stella_STEM_02.wav
ClaraBerryAndWooldog_Stella,vibraphone,S03,ClaraBerryAndWooldog_Stella_STEM_03.wav
ClaraBerryAndWooldog_Stella,electric bass,S04,ClaraBerryAndWooldog_Stella_STEM_04.wav
ClaraBerryAndWooldog_Stella,piano,S05,ClaraBerryAndWooldog_Stella_STEM_05.wav
ClaraBerryAndWooldog_Stella,synthesizer,S06,ClaraBerryAndWooldog_Stella_STEM_06.wav
ClaraBerryAndWooldog_Stella,female singer,S07,ClaraBerryAndWooldog_Stella_STEM_07.wav
ClaraBerryAndWooldog_Stella,vocalists,S08,ClaraBerryAndWooldog_Stella_STEM_08.wav
ClaraBerryAndWooldog_TheBadGuys,piano,S01,ClaraBerryAndWooldog_TheBadGuys_STEM_01.wav
ClaraBerryAndWooldog_TheBadGuys,female singer,S02,ClaraBerryAndWooldog_TheBadGuys_STEM_02.wav
ClaraBerryAndWooldog_WaltzForMyVictims,drum set,S01,ClaraBerryAndWooldog_WaltzForMyVictims_STEM_01.wav
ClaraBerryAndWooldog_WaltzForMyVictims,electric bass,S02,ClaraBerryAndWooldog_WaltzForMyVictims_STEM_02.wav
ClaraBerryAndWooldog_WaltzForMyVictims,piano,S03,ClaraBerryAndWooldog_WaltzForMyVictims_STEM_03.wav
ClaraBerryAndWooldog_WaltzForMyVictims,glockenspiel,S04,ClaraBerryAndWooldog_WaltzForMyVictims_STEM_04.wav
ClaraBerryAndWooldog_WaltzForMyVictims,female singer,S05,ClaraBerryAndWooldog_WaltzForMyVictims_STEM_05.wav
Coldplay_InMyPlace,drum set,S01,Coldplay_InMyPlace_STEM_01.wav
Coldplay_InMyPlace,"['male singer', 'Unlabeled']",S02,Coldplay_InMyPlace_STEM_02.wav
Coldplay_InMyPlace,synthesizer,S03,Coldplay_InMyPlace_STEM_03.wav
Coldplay_InMyPlace,clean electric guitar,S04,Coldplay_InMyPlace_STEM_04.wav
Coldplay_Shiver,drum set,S01,Coldplay_Shiver_STEM_01.wav
Coldplay_Shiver,electric bass,S02,Coldplay_Shiver_STEM_02.wav
Coldplay_Shiver,clean electric guitar,S03,Coldplay_Shiver_STEM_03.wav
Coldplay_Shiver,Unlabeled,S04,Coldplay_Shiver_STEM_04.wav
Coldplay_Shiver,male singer,S05,Coldplay_Shiver_STEM_05.wav
ColdWarKids_HangMeUpToDry,drum set,S01,ColdWarKids_HangMeUpToDry_STEM_01.wav
ColdWarKids_HangMeUpToDry,clean electric guitar,S02,ColdWarKids_HangMeUpToDry_STEM_02.wav
ColdWarKids_HangMeUpToDry,electric bass,S03,ColdWarKids_HangMeUpToDry_STEM_03.wav
ColdWarKids_HangMeUpToDry,male singer,S04,ColdWarKids_HangMeUpToDry_STEM_04.wav
ColdWarKids_HangMeUpToDry,Unlabeled,S05,ColdWarKids_HangMeUpToDry_STEM_05.wav
CorinneBaileyRae_PutYourRecordsOn,drum set,S01,CorinneBaileyRae_PutYourRecordsOn_STEM_01.wav
CorinneBaileyRae_PutYourRecordsOn,acoustic guitar,S02,CorinneBaileyRae_PutYourRecordsOn_STEM_02.wav
CorinneBaileyRae_PutYourRecordsOn,electric bass,S03,CorinneBaileyRae_PutYourRecordsOn_STEM_03.wav
CorinneBaileyRae_PutYourRecordsOn,"['female singer', 'vocalists']",S04,CorinneBaileyRae_PutYourRecordsOn_STEM_04.wav
CorinneBaileyRae_PutYourRecordsOn,Unlabeled,S05,CorinneBaileyRae_PutYourRecordsOn_STEM_05.wav
CountingCrows_AccidentallyInLove,drum set,S01,CountingCrows_AccidentallyInLove_STEM_01.wav
CountingCrows_AccidentallyInLove,"['distorted electric guitar', 'acoustic guitar', 'mandolin']",S02,CountingCrows_AccidentallyInLove_STEM_02.wav
CountingCrows_AccidentallyInLove,electric bass,S03,CountingCrows_AccidentallyInLove_STEM_03.wav
CountingCrows_AccidentallyInLove,Unlabeled,S04,CountingCrows_AccidentallyInLove_STEM_04.wav
CountingCrows_AccidentallyInLove,male singer,S05,CountingCrows_AccidentallyInLove_STEM_05.wav
CountZero_Shake,drum set,S01,CountZero_Shake_STEM_01.wav
CountZero_Shake,distorted electric guitar,S02,CountZero_Shake_STEM_02.wav
CountZero_Shake,electric bass,S03,CountZero_Shake_STEM_03.wav
CountZero_Shake,Unlabeled,S04,CountZero_Shake_STEM_04.wav
CountZero_Shake,male singer,S05,CountZero_Shake_STEM_05.wav
CrazyFrog_JingleBells,synthesizer,S01,CrazyFrog_JingleBells_STEM_01.wav
CrazyFrog_JingleBells,synthesizer,S02,CrazyFrog_JingleBells_STEM_02.wav
CrazyFrog_JingleBells,vocalists,S03,CrazyFrog_JingleBells_STEM_03.wav
CrazyFrog_JingleBells,Unlabeled,S04,CrazyFrog_JingleBells_STEM_04.wav
CrazyFrog_JingleBells,synthesizer,S05,CrazyFrog_JingleBells_STEM_05.wav
CrazyFrog_JingleBells,drum machine,S06,CrazyFrog_JingleBells_STEM_06.wav
CrazyFrog_JingleBells,auxiliary percussion,S07,CrazyFrog_JingleBells_STEM_07.wav
CrazyFrog_JingleBells,fx/processed sound,S08,CrazyFrog_JingleBells_STEM_08.wav
CrazyFrog_JingleBells,acoustic guitar,S09,CrazyFrog_JingleBells_STEM_09.wav
CrazyFrog_JingleBells,synthesizer,S10,CrazyFrog_JingleBells_STEM_10.wav
Creepoid_OldTree,vocalists,S01,Creepoid_OldTree_STEM_01.wav
Creepoid_OldTree,electric bass,S02,Creepoid_OldTree_STEM_02.wav
Creepoid_OldTree,fx/processed sound,S03,Creepoid_OldTree_STEM_03.wav
Creepoid_OldTree,drum set,S04,Creepoid_OldTree_STEM_04.wav
Creepoid_OldTree,distorted electric guitar,S05,Creepoid_OldTree_STEM_05.wav
Creepoid_OldTree,distorted electric guitar,S06,Creepoid_OldTree_STEM_06.wav
Creepoid_OldTree,male singer,S07,Creepoid_OldTree_STEM_07.wav
Creepoid_OldTree,male singer,S08,Creepoid_OldTree_STEM_08.wav
Creepoid_OldTree,male singer,S09,Creepoid_OldTree_STEM_09.wav
Creepoid_OldTree,auxiliary percussion,S10,Creepoid_OldTree_STEM_10.wav
CroqueMadame_Oil,piano,S01,CroqueMadame_Oil_STEM_01.wav
CroqueMadame_Oil,clean electric guitar,S02,CroqueMadame_Oil_STEM_02.wav
CroqueMadame_Oil,double bass,S03,CroqueMadame_Oil_STEM_03.wav
CroqueMadame_Oil,drum set,S04,CroqueMadame_Oil_STEM_04.wav
CroqueMadame_Pilot,piano,S01,CroqueMadame_Pilot_STEM_01.wav
CroqueMadame_Pilot,clean electric guitar,S02,CroqueMadame_Pilot_STEM_02.wav
CroqueMadame_Pilot,double bass,S03,CroqueMadame_Pilot_STEM_03.wav
CroqueMadame_Pilot,drum set,S04,CroqueMadame_Pilot_STEM_04.wav
DahkaBand_SoldierMan,tenor saxophone,S01,DahkaBand_SoldierMan_STEM_01.wav
DahkaBand_SoldierMan,drum set,S02,DahkaBand_SoldierMan_STEM_02.wav
DahkaBand_SoldierMan,male singer,S03,DahkaBand_SoldierMan_STEM_03.wav
DahkaBand_SoldierMan,clean electric guitar,S04,DahkaBand_SoldierMan_STEM_04.wav
DahkaBand_SoldierMan,double bass,S05,DahkaBand_SoldierMan_STEM_05.wav
DeadMilkmen_PrisonersCinema,acoustic guitar,S01,DeadMilkmen_PrisonersCinema_STEM_01.wav
DeadMilkmen_PrisonersCinema,electronic organ,S02,DeadMilkmen_PrisonersCinema_STEM_02.wav
DeadMilkmen_PrisonersCinema,tambourine,S03,DeadMilkmen_PrisonersCinema_STEM_03.wav
DeadMilkmen_PrisonersCinema,electronic organ,S04,DeadMilkmen_PrisonersCinema_STEM_04.wav
DeadMilkmen_PrisonersCinema,shaker,S05,DeadMilkmen_PrisonersCinema_STEM_05.wav
DeadMilkmen_PrisonersCinema,glockenspiel,S06,DeadMilkmen_PrisonersCinema_STEM_06.wav
DeadMilkmen_PrisonersCinema,drum set,S07,DeadMilkmen_PrisonersCinema_STEM_07.wav
DeadMilkmen_PrisonersCinema,castanet,S08,DeadMilkmen_PrisonersCinema_STEM_08.wav
DeadMilkmen_PrisonersCinema,clean electric guitar,S09,DeadMilkmen_PrisonersCinema_STEM_09.wav
DeadMilkmen_PrisonersCinema,clean electric guitar,S10,DeadMilkmen_PrisonersCinema_STEM_10.wav
DeadMilkmen_PrisonersCinema,electric bass,S11,DeadMilkmen_PrisonersCinema_STEM_11.wav
DeadMilkmen_PrisonersCinema,male singer,S12,DeadMilkmen_PrisonersCinema_STEM_12.wav
DeadMilkmen_PrisonersCinema,distorted electric guitar,S13,DeadMilkmen_PrisonersCinema_STEM_13.wav
DeadMilkmen_PrisonersCinema,fx/processed sound,S14,DeadMilkmen_PrisonersCinema_STEM_14.wav
DeadMilkmen_PrisonersCinema,vocalists,S15,DeadMilkmen_PrisonersCinema_STEM_15.wav
Debussy_LenfantProdigue,male singer,S01,Debussy_LenfantProdigue_STEM_01.wav
Debussy_LenfantProdigue,piano,S02,Debussy_LenfantProdigue_STEM_02.wav
DeclareAString_MendelssohnPianoTrio1Movement1,piano,S01,DeclareAString_MendelssohnPianoTrio1Movement1_STEM_01.wav
DeclareAString_MendelssohnPianoTrio1Movement1,violin,S02,DeclareAString_MendelssohnPianoTrio1Movement1_STEM_02.wav
DeclareAString_MendelssohnPianoTrio1Movement1,cello,S03,DeclareAString_MendelssohnPianoTrio1Movement1_STEM_03.wav
DeclareAString_MendelssohnPianoTrio1Movement1,Main System,S04,DeclareAString_MendelssohnPianoTrio1Movement1_STEM_04.wav
DeclareAString_MendelssohnPianoTrio1Movement2,violin,S01,DeclareAString_MendelssohnPianoTrio1Movement2_STEM_01.wav
DeclareAString_MendelssohnPianoTrio1Movement2,Main System,S02,DeclareAString_MendelssohnPianoTrio1Movement2_STEM_02.wav
DeclareAString_MendelssohnPianoTrio1Movement2,cello,S03,DeclareAString_MendelssohnPianoTrio1Movement2_STEM_03.wav
DeclareAString_MendelssohnPianoTrio1Movement2,piano,S04,DeclareAString_MendelssohnPianoTrio1Movement2_STEM_04.wav
DreamersOfTheGhetto_HeavyLove,electric bass,S01,DreamersOfTheGhetto_HeavyLove_STEM_01.wav
DreamersOfTheGhetto_HeavyLove,vocalists,S02,DreamersOfTheGhetto_HeavyLove_STEM_02.wav
DreamersOfTheGhetto_HeavyLove,fx/processed sound,S03,DreamersOfTheGhetto_HeavyLove_STEM_03.wav
DreamersOfTheGhetto_HeavyLove,auxiliary percussion,S04,DreamersOfTheGhetto_HeavyLove_STEM_04.wav
DreamersOfTheGhetto_HeavyLove,drum set,S05,DreamersOfTheGhetto_HeavyLove_STEM_05.wav
DreamersOfTheGhetto_HeavyLove,male singer,S06,DreamersOfTheGhetto_HeavyLove_STEM_06.wav
DreamersOfTheGhetto_HeavyLove,synthesizer,S07,DreamersOfTheGhetto_HeavyLove_STEM_07.wav
DreamersOfTheGhetto_HeavyLove,female singer,S08,DreamersOfTheGhetto_HeavyLove_STEM_08.wav
DreamersOfTheGhetto_HeavyLove,synthesizer,S09,DreamersOfTheGhetto_HeavyLove_STEM_09.wav
EthanHein_1930sSynthAndUprightBass,drum machine,S01,EthanHein_1930sSynthAndUprightBass_STEM_01.wav
EthanHein_1930sSynthAndUprightBass,fx/processed sound,S02,EthanHein_1930sSynthAndUprightBass_STEM_02.wav
EthanHein_1930sSynthAndUprightBass,fx/processed sound,S03,EthanHein_1930sSynthAndUprightBass_STEM_03.wav
EthanHein_1930sSynthAndUprightBass,double bass,S04,EthanHein_1930sSynthAndUprightBass_STEM_04.wav
EthanHein_BluesForNofi,drum set,S01,EthanHein_BluesForNofi_STEM_01.wav
EthanHein_BluesForNofi,electric bass,S02,EthanHein_BluesForNofi_STEM_02.wav
EthanHein_GirlOnABridge,auxiliary percussion,S01,EthanHein_GirlOnABridge_STEM_01.wav
EthanHein_GirlOnABridge,piano,S02,EthanHein_GirlOnABridge_STEM_02.wav
EthanHein_GirlOnABridge,synthesizer,S03,EthanHein_GirlOnABridge_STEM_03.wav
EthanHein_GirlOnABridge,string section,S04,EthanHein_GirlOnABridge_STEM_04.wav
EthanHein_GirlOnABridge,distorted electric guitar,S05,EthanHein_GirlOnABridge_STEM_05.wav
EthanHein_HarmonicaFigure,drum machine,S01,EthanHein_HarmonicaFigure_STEM_01.wav
EthanHein_HarmonicaFigure,drum machine,S02,EthanHein_HarmonicaFigure_STEM_02.wav
EthanHein_HarmonicaFigure,synthesizer,S03,EthanHein_HarmonicaFigure_STEM_03.wav
EthanHein_HarmonicaFigure,synthesizer,S04,EthanHein_HarmonicaFigure_STEM_04.wav
EthanHein_HarmonicaFigure,harmonica,S05,EthanHein_HarmonicaFigure_STEM_05.wav
FacesOnFilm_WaitingForGa,acoustic guitar,S01,FacesOnFilm_WaitingForGa_STEM_01.wav
FacesOnFilm_WaitingForGa,electric bass,S02,FacesOnFilm_WaitingForGa_STEM_02.wav
FacesOnFilm_WaitingForGa,male singer,S03,FacesOnFilm_WaitingForGa_STEM_03.wav
FacesOnFilm_WaitingForGa,drum set,S04,FacesOnFilm_WaitingForGa_STEM_04.wav
FacesOnFilm_WaitingForGa,clean electric guitar,S05,FacesOnFilm_WaitingForGa_STEM_05.wav
FacesOnFilm_WaitingForGa,distorted electric guitar,S06,FacesOnFilm_WaitingForGa_STEM_06.wav
FacesOnFilm_WaitingForGa,synthesizer,S07,FacesOnFilm_WaitingForGa_STEM_07.wav
FacesOnFilm_WaitingForGa,vibraphone,S08,FacesOnFilm_WaitingForGa_STEM_08.wav
FacesOnFilm_WaitingForGa,vocalists,S09,FacesOnFilm_WaitingForGa_STEM_09.wav
FacesOnFilm_WaitingForGa,vocalists,S10,FacesOnFilm_WaitingForGa_STEM_10.wav
FacesOnFilm_WaitingForGa,auxiliary percussion,S11,FacesOnFilm_WaitingForGa_STEM_11.wav
FallingSparks_Improvisation1,double bass,S01,FallingSparks_Improvisation1_STEM_01.wav
FallingSparks_Improvisation1,clarinet,S02,FallingSparks_Improvisation1_STEM_02.wav
FallingSparks_Improvisation1,Main System,S03,FallingSparks_Improvisation1_STEM_03.wav
FallingSparks_Improvisation1,auxiliary percussion,S04,FallingSparks_Improvisation1_STEM_04.wav
FallingSparks_Improvisation2,clarinet,S01,FallingSparks_Improvisation2_STEM_01.wav
FallingSparks_Improvisation2,double bass,S02,FallingSparks_Improvisation2_STEM_02.wav
FallingSparks_Improvisation2,auxiliary percussion,S03,FallingSparks_Improvisation2_STEM_03.wav
FallingSparks_Improvisation2,Main System,S04,FallingSparks_Improvisation2_STEM_04.wav
FallingSparks_Improvisation3,double bass,S01,FallingSparks_Improvisation3_STEM_01.wav
