archivo,linea,contenido
metadata_70.yaml,14,midi_program_name: Electric Piano 2
metadata_71.yaml,65,inst_class: Piano
metadata_71.yaml,68,midi_program_name: Electric Piano 2
metadata_72.yaml,74,inst_class: Piano
metadata_72.yaml,77,midi_program_name: Electric Piano 1
metadata_72.yaml,83,inst_class: Piano
metadata_72.yaml,86,midi_program_name: Acoustic Grand Piano
metadata_72.yaml,88,plugin_name: ragtime_piano.nkm
metadata_73.yaml,11,inst_class: Piano
metadata_73.yaml,14,midi_program_name: Bright Acoustic Piano
metadata_73.yaml,20,inst_class: Piano
metadata_74.yaml,11,inst_class: Piano
metadata_74.yaml,14,midi_program_name: Bright Acoustic Piano
metadata_75.yaml,20,inst_class: Piano
metadata_75.yaml,23,midi_program_name: Electric Piano 1
metadata_76.yaml,20,inst_class: Piano
metadata_76.yaml,23,midi_program_name: Electric Piano 2
metadata_77.yaml,20,inst_class: Piano
metadata_77.yaml,23,midi_program_name: Electric Piano 1
metadata_78.yaml,11,inst_class: Piano
metadata_78.yaml,14,midi_program_name: Acoustic Grand Piano
metadata_78.yaml,47,inst_class: Piano
metadata_79.yaml,20,inst_class: Piano
metadata_79.yaml,23,midi_program_name: Electric Piano 1
metadata_8.yaml,11,inst_class: Piano
metadata_8.yaml,14,midi_program_name: Bright Acoustic Piano
metadata_80.yaml,47,inst_class: Piano
metadata_80.yaml,50,midi_program_name: Bright Acoustic Piano
metadata_80.yaml,83,inst_class: Piano
metadata_80.yaml,86,midi_program_name: Acoustic Grand Piano
metadata_81.yaml,20,inst_class: Piano
metadata_81.yaml,92,inst_class: Piano
metadata_81.yaml,95,midi_program_name: Acoustic Grand Piano
metadata_82.yaml,11,inst_class: Piano
metadata_82.yaml,14,midi_program_name: Acoustic Grand Piano
metadata_82.yaml,109,inst_class: Piano
metadata_82.yaml,112,midi_program_name: Electric Piano 1
metadata_83.yaml,20,inst_class: Piano
metadata_83.yaml,23,midi_program_name: Bright Acoustic Piano
metadata_83.yaml,56,inst_class: Piano
metadata_83.yaml,59,midi_program_name: Electric Piano 1
metadata_83.yaml,137,inst_class: Piano
metadata_83.yaml,140,midi_program_name: Acoustic Grand Piano
metadata_84.yaml,29,inst_class: Piano
metadata_84.yaml,32,midi_program_name: Electric Piano 1
metadata_84.yaml,55,inst_class: Piano
metadata_84.yaml,58,midi_program_name: Electric Piano 1
metadata_85.yaml,74,inst_class: Piano
metadata_85.yaml,92,inst_class: Piano
metadata_85.yaml,95,midi_program_name: Acoustic Grand Piano
metadata_86.yaml,11,inst_class: Piano
metadata_86.yaml,14,midi_program_name: Bright Acoustic Piano
metadata_87.yaml,38,inst_class: Piano
metadata_87.yaml,41,midi_program_name: Electric Piano 1
metadata_87.yaml,47,inst_class: Piano
metadata_87.yaml,50,midi_program_name: Electric Piano 2
metadata_88.yaml,47,inst_class: Piano
metadata_88.yaml,50,midi_program_name: Electric Piano 1
metadata_89.yaml,73,inst_class: Piano
metadata_89.yaml,76,midi_program_name: Electric Piano 1
metadata_9.yaml,56,inst_class: Piano
metadata_9.yaml,59,midi_program_name: Honky-tonk Piano
metadata_90.yaml,11,inst_class: Piano
metadata_90.yaml,14,midi_program_name: Acoustic Grand Piano
metadata_90.yaml,29,inst_class: Piano
metadata_90.yaml,32,midi_program_name: Electric Piano 2
metadata_91.yaml,20,inst_class: Piano
metadata_91.yaml,23,midi_program_name: Bright Acoustic Piano
metadata_92.yaml,38,inst_class: Piano
metadata_92.yaml,41,midi_program_name: Electric Grand Piano
metadata_93.yaml,74,inst_class: Piano
metadata_93.yaml,77,midi_program_name: Bright Acoustic Piano
metadata_93.yaml,79,plugin_name: upright_piano.nkm
metadata_93.yaml,127,inst_class: Piano
metadata_93.yaml,130,midi_program_name: Bright Acoustic Piano
metadata_93.yaml,132,plugin_name: upright_piano.nkm
metadata_94.yaml,11,inst_class: Piano
metadata_94.yaml,14,midi_program_name: Electric Piano 1
metadata_95.yaml,11,inst_class: Piano
metadata_95.yaml,14,midi_program_name: Acoustic Grand Piano
metadata_95.yaml,16,plugin_name: grand_piano.nkm
metadata_95.yaml,56,inst_class: Piano
metadata_95.yaml,59,midi_program_name: Electric Piano 2
metadata_96.yaml,29,inst_class: Piano
metadata_96.yaml,32,midi_program_name: Electric Piano 2
metadata_96.yaml,74,inst_class: Piano
metadata_96.yaml,77,midi_program_name: Electric Piano 1
metadata_97.yaml,19,inst_class: Piano
metadata_97.yaml,22,midi_program_name: Bright Acoustic Piano
metadata_97.yaml,28,inst_class: Piano
metadata_97.yaml,31,midi_program_name: Electric Grand Piano
metadata_98.yaml,38,inst_class: Piano
metadata_98.yaml,41,midi_program_name: Bright Acoustic Piano
metadata_98.yaml,47,inst_class: Piano
metadata_98.yaml,50,midi_program_name: Bright Acoustic Piano
metadata_98.yaml,74,inst_class: Piano
metadata_98.yaml,77,midi_program_name: Honky-tonk Piano
metadata_99.yaml,82,inst_class: Piano
metadata_99.yaml,85,midi_program_name: Electric Grand Piano
metadata_99.yaml,91,inst_class: Piano
metadata_99.yaml,94,midi_program_name: Honky-tonk Piano
metadata_99.yaml,100,inst_class: Piano
metadata_99.yaml,103,midi_program_name: Acoustic Grand Piano
