archivo,linea,contenido
StrandOfOaks_Spacestation_METADATA.yaml,108,instrument: piano
StrandOfOaks_Spacestation_METADATA.yaml,120,instrument: tack piano
StrandOfOaks_Spacestation_METADATA.yaml,124,instrument: tack piano
StrandOfOaks_Spacestation_METADATA.yaml,127,instrument: tack piano
Sweat_AlmostAlways_METADATA.yaml,176,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,180,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,183,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,186,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,189,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,192,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,195,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,198,instrument: piano
Sweat_AlmostAlways_METADATA.yaml,201,instrument: piano
Sweat_Anecdoche_METADATA.yaml,228,instrument: piano
Sweat_Anecdoche_METADATA.yaml,232,instrument: piano
Sweat_Anecdoche_METADATA.yaml,235,instrument: piano
Sweat_Anecdoche_METADATA.yaml,238,instrument: piano
Sweat_Anecdoche_METADATA.yaml,241,instrument: piano
Sweat_Anecdoche_METADATA.yaml,244,instrument: piano
Sweat_Anecdoche_METADATA.yaml,247,instrument: piano
Sweat_Anecdoche_METADATA.yaml,250,instrument: piano
Sweat_Anecdoche_METADATA.yaml,253,instrument: piano
Sweat_Elegy_METADATA.yaml,171,instrument: piano
Sweat_Elegy_METADATA.yaml,175,instrument: piano
Sweat_Elegy_METADATA.yaml,178,instrument: piano
Sweat_Elegy_METADATA.yaml,181,instrument: piano
Sweat_Elegy_METADATA.yaml,184,instrument: piano
Sweat_Elegy_METADATA.yaml,187,instrument: piano
Sweat_Elegy_METADATA.yaml,190,instrument: piano
Sweat_Elegy_METADATA.yaml,193,instrument: piano
Sweat_Elegy_METADATA.yaml,196,instrument: piano
Sweat_Mesozoic_METADATA.yaml,134,instrument: piano
Sweat_Mesozoic_METADATA.yaml,138,instrument: piano
Sweat_Mesozoic_METADATA.yaml,141,instrument: piano
Sweat_Mesozoic_METADATA.yaml,144,instrument: piano
Sweat_Mesozoic_METADATA.yaml,147,instrument: piano
Sweat_Mesozoic_METADATA.yaml,150,instrument: piano
Sweat_Mesozoic_METADATA.yaml,153,instrument: piano
Sweat_Mesozoic_METADATA.yaml,156,instrument: piano
Sweat_Mesozoic_METADATA.yaml,159,instrument: piano
Sweat_Sn1572_METADATA.yaml,163,instrument: electric piano
Sweat_Sn1572_METADATA.yaml,167,instrument: electric piano
Sweat_Sn1572_METADATA.yaml,170,instrument: electric piano
Sweat_Sn1572_METADATA.yaml,173,instrument: electric piano
Sweat_Sn1572_METADATA.yaml,176,instrument: electric piano
Sweat_Tact_METADATA.yaml,34,instrument: piano
Sweat_Tact_METADATA.yaml,38,instrument: piano
Sweat_Tact_METADATA.yaml,41,instrument: piano
Sweat_Tact_METADATA.yaml,44,instrument: piano
Sweat_Tact_METADATA.yaml,47,instrument: piano
Sweat_Tact_METADATA.yaml,50,instrument: piano
Sweat_Tact_METADATA.yaml,53,instrument: piano
Sweat_Tact_METADATA.yaml,56,instrument: piano
Sweat_Tact_METADATA.yaml,59,instrument: piano
SweetLights_YouLetMeDown_METADATA.yaml,190,instrument: piano
SweetLights_YouLetMeDown_METADATA.yaml,194,instrument: piano
SweetLights_YouLetMeDown_METADATA.yaml,206,instrument: tack piano
SweetLights_YouLetMeDown_METADATA.yaml,210,instrument: tack piano
TheAllAmericanRejects_DirtyLittleSecret_METADATA.yaml,70,#NAME?
TheAllAmericanRejects_DirtyLittleSecret_METADATA.yaml,78,#NAME?
TheAllAmericanRejects_DirtyLittleSecret_METADATA.yaml,85,#NAME?
TheAllmanBrothersBand_RamblinMan_METADATA.yaml,93,#NAME?
TheAllmanBrothersBand_RamblinMan_METADATA.yaml,101,#NAME?
TheAllmanBrothersBand_RamblinMan_METADATA.yaml,108,#NAME?
TheBeatles_WhenIm64_METADATA.yaml,67,instrument: piano
TheBeatles_WhenIm64_METADATA.yaml,71,instrument: piano
TheBeatles_WhenIm64_METADATA.yaml,74,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement1_METADATA.yaml,42,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement1_METADATA.yaml,46,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement1_METADATA.yaml,49,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement2_METADATA.yaml,34,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement2_METADATA.yaml,38,instrument: piano
TheFranckDuo_FranckViolinSonataInAMajorMovement2_METADATA.yaml,41,instrument: piano
TheKitchenettes_Alive_METADATA.yaml,55,instrument: piano
TheKitchenettes_Alive_METADATA.yaml,59,instrument: piano
TheKitchenettes_Alive_METADATA.yaml,62,instrument: piano
TheLastGoodnight_PicturesOfYou_METADATA.yaml,47,#NAME?
TheLastGoodnight_PicturesOfYou_METADATA.yaml,53,#NAME?
TheLastGoodnight_PicturesOfYou_METADATA.yaml,58,#NAME?
TPain_Bartender_METADATA.yaml,28,instrument: electric piano
TPain_Bartender_METADATA.yaml,32,instrument: electric piano
TPain_Bartender_METADATA.yaml,35,instrument: electric piano
Verdi_IlTrovatore_METADATA.yaml,34,instrument: piano
Verdi_IlTrovatore_METADATA.yaml,38,instrument: piano
Verdi_IlTrovatore_METADATA.yaml,41,instrument: piano
Wolf_DieBekherte_METADATA.yaml,27,instrument: piano
Wolf_DieBekherte_METADATA.yaml,31,instrument: piano
Wolf_DieBekherte_METADATA.yaml,34,instrument: piano
Wolf_DieBekherte_METADATA.yaml,37,instrument: piano
Wolf_DieBekherte_METADATA.yaml,40,instrument: piano
